symbol,timestamp,open,high,low,close,volume,vwap
AVGO,1722470400000,157.5,158.91,146.17,147.02,40319955,
AVGO,1722556800000,141.925,145.35,139.6,143.82,33745843,
AVGO,1722816000000,129.61,145.42,128.5,142.08,41309257,
AVGO,1722902400000,141.73,148.91,140.25,143.92,24751290,
AVGO,1722988800000,148.25,150.1,135.83,136.27,29749755,
AVGO,1723075200000,141.2,146.27,138.4,145.74,27583199,
AVGO,1723161600000,144.2,149.55,144.11,148.26,18438655,
AVGO,1723420800000,148.08,151.13,146.37,148.62,17778473,
AVGO,1723507200000,151.55,156.38,149.81,156.16,22053604,
AVGO,1723593600000,158.02,160.25,154.72,157.69,20184199,
AVGO,1723680000000,161.2,166.67,160.3351,166.13,27944968,
AVGO,1723766400000,164.47,166.09,162.68,165.72,19296868,
AVGO,1724025600000,164.86,167.83,160.42,167.71,20441691,
AVGO,1724112000000,167.05,168.3699,164.15,165.95,19417494,
AVGO,1724198400000,165.12,166.47,162.88,165.78,16097693,
AVGO,1724284800000,170.84,172.42,161.49,162.34,30044532,
AVGO,1724371200000,165.025,168.28,163.46,166.36,18848022,
AVGO,1724630400000,164.96,165.7,158.66,159.62,18521153,
AVGO,1724716800000,157.6,162.03,155.83,161.39,16683106,
AVGO,1724803200000,160.08,162.28,156.25,158.18,18063622,
AVGO,1724889600000,158.49,163.2,155.41,156.93,23519286,
AVGO,1724976000000,161.12,163.24,158.71,162.82,25158510,
AVGO,1725321600000,160.38,160.74,151.38,152.79,37179061,
AVGO,1725408000000,150.3,157.79,149.15,154.12,20099668,
AVGO,1725494400000,150.565,156.36,150.11,152.82,31548537,
AVGO,1725580800000,143.25,143.5,136.6,136.995,76634630,
AVGO,1725840000000,139.11,141.585,134.9,140.82,39516691,
AVGO,1725926400000,141.22,149.86,141.04,148.21,36067473,
AVGO,1726012800000,148.39,158.87,145.04,158.27,39700766,
AVGO,1726099200000,158.1,166.32,156.83,164.56,43581917,
AVGO,1726185600000,166.735,168.08,164.0401,167.69,29850048,
AVGO,1726444800000,165.19,165.5,160.41,164.02,26126934,
AVGO,1726531200000,165.49,166.02,160.7,162.47,19844343,
AVGO,1726617600000,163.77,167.47,161.36,161.67,26557560,
AVGO,1726704000000,167.68,170.0,165.66,167.42,32453057,
AVGO,1726790400000,167.18,172.02,166.47,171.1,91758507,
AVGO,1727049600000,172.0,173.32,168.3501,172.94,29431112,
AVGO,1727136000000,172.81,175.99,171.68,174.84,34223405,
AVGO,1727222400000,174.65,177.14,173.76,175.52,16613795,
AVGO,1727308800000,178.5,180.25,175.0,178.09,24339996,
AVGO,1727395200000,178.17,178.47,171.76,172.69,20580905,
AVGO,1727654400000,171.87,172.92,169.6302,172.5,16900033,
AVGO,1727740800000,172.16,172.25,165.8,167.47,23770416,
AVGO,1727827200000,167.55,172.84,167.0201,170.66,14317834,
AVGO,1727913600000,169.62,174.94,169.19,171.89,13072281,
AVGO,1728000000000,176.3,176.8998,172.6,176.64,17941387,
AVGO,1728259200000,174.82,178.31,173.86,175.08,15588333,
AVGO,1728345600000,175.42,181.6,174.89,180.73,20774189,
AVGO,1728432000000,179.24,186.42,176.42,185.95,25504058,
AVGO,1728518400000,183.56,186.31,182.53,185.69,16317969,
AVGO,1728604800000,181.14,182.59,177.4,181.48,23070023,
AVGO,1728864000000,183.3,184.951647,180.13,182.31,17195824,
AVGO,1728950400000,180.79,181.7,173.3652,175.98,27657529,
AVGO,1729036800000,178.51,179.25,175.33,176.82,15285054,
AVGO,1729123200000,181.37,185.51,180.69,181.53,25232427,
AVGO,1729209600000,182.32,182.71,178.68,179.89,17835247,
AVGO,1729468800000,179.38,181.7199,178.25,179.99,13695149,
AVGO,1729555200000,178.66,180.69,177.41,179.38,12062648,
AVGO,1729641600000,177.585,178.98,172.57,173.51,19513713,
AVGO,1729728000000,174.26,174.3,169.5,171.35,20485174,
AVGO,1729814400000,174.19,176.796,172.72,173.0,19977679,
AVGO,1730073600000,173.0,173.9728,171.345,172.02,13195829,
AVGO,1730160000000,172.435,180.23,171.2101,179.24,23702344,
AVGO,1730246400000,177.47,179.19,175.62,176.64,17911488,
AVGO,1730332800000,174.45,174.45,167.38,169.77,26086587,
AVGO,1730419200000,168.26,171.3255,167.5,168.92,17847038,
AVGO,1730678400000,169.28,172.45,168.42,168.55,13621310,
AVGO,1730764800000,170.05,174.4,170.05,173.9,13441752,
AVGO,1730851200000,179.63,180.21,175.96,179.55,24300758,
AVGO,1730937600000,181.9853,184.8722,181.79,183.81,18970581,
AVGO,1731024000000,182.99,185.05,181.83,183.64,13503154,
AVGO,1731283200000,183.4,183.63,176.8201,178.91,17036660,
AVGO,1731369600000,178.9,179.56,173.2,176.22,15861981,
AVGO,1731456000000,174.705,175.5926,172.6,173.58,17472513,
AVGO,1731542400000,174.77,175.57,169.87,170.38,20638855,
AVGO,1731628800000,168.47,169.135,163.43,164.84,20836160,
AVGO,1731888000000,165.66,166.3463,162.22,165.67,17870329,
AVGO,1731974400000,166.66,166.8,164.31,165.35,18003401,
AVGO,1732060800000,165.54,165.54,160.86,163.25,17196728,
AVGO,1732147200000,166.25,166.34,160.6,163.94,24835252,
AVGO,1732233600000,164.3,164.9092,162.4,164.23,17332473,
AVGO,1732492800000,165.395,167.225,162.89,164.82,26850591,
AVGO,1732579200000,164.6,166.37,162.69,164.74,16308772,
AVGO,1732665600000,163.2,163.2,157.54,159.67,19722723,
AVGO,1732838400000,159.57,162.69,159.08,162.08,11024005,
AVGO,1733097600000,162.95,168.3797,162.75,166.51,21472442,
AVGO,1733184000000,164.48,168.27,164.03,168.15,17024434,
AVGO,1733270400000,173.44,175.39,168.56,170.56,32748246,
AVGO,1733356800000,170.75,172.3981,169.2,170.47,18489993,
AVGO,1733443200000,170.1,180.68,169.3301,179.53,27830828,
AVGO,1733702400000,178.95,180.7933,176.0209,178.94,20886305,
AVGO,1733788800000,177.81,178.5,169.73,171.81,27762632,
AVGO,1733875200000,180.01,184.87,176.4296,183.2,41295179,
AVGO,1733961600000,180.93,182.0,175.99,180.66,46967170,
AVGO,1734048000000,213.9,228.7,211.11,224.8,121336628,
AVGO,1734307200000,231.79,251.88,230.81,250.0,111623166,
AVGO,1734393600000,240.65,242.47,233.8,240.23,70382134,
AVGO,1734480000000,239.41,239.85,219.22,223.62,53960103,
AVGO,1734566400000,227.91,228.05,217.58,218.32,40845167,
AVGO,1734652800000,220.36,230.29,218.91,220.79,131910354,
AVGO,1734912000000,226.69,233.3994,225.13,232.35,40643778,
AVGO,1734998400000,240.115,240.228,234.8,239.68,22827188,
AVGO,1735171200000,240.0,247.28,237.6,245.36,28537540,
AVGO,1735257600000,245.64,245.78,236.3532,241.75,29282230,
AVGO,1735516800000,234.695,238.77,231.62,235.58,27316797,
AVGO,1735603200000,235.88,237.46,231.31,231.84,17927719,
AVGO,1735776000000,236.155,239.5,230.2425,231.98,31525830,
AVGO,1735862400000,233.59,236.4893,229.0,232.55,24973192,
AVGO,1736121600000,236.5,241.75,233.3,236.41,34028377,
AVGO,1736208000000,239.5,239.5,227.6,228.64,25928606,
AVGO,1736294400000,229.7,232.47,226.06,229.31,18756487,
AVGO,1736467200000,227.3,227.83,221.25,224.31,23864005,
AVGO,1736726400000,219.99,229.26,219.51,225.29,23772091,
AVGO,1736812800000,226.57,230.26,223.1,224.7,18143124,
AVGO,1736899200000,228.55,230.34,225.58,228.0,21745616,
AVGO,1736985600000,235.22,238.6,229.21,229.41,23471871,
AVGO,1737072000000,237.08,238.1,232.66,237.44,31196642,
AVGO,1737417600000,241.5,242.75,237.4,240.31,30903186,
AVGO,1737504000000,246.75,246.99,240.69,240.91,29610501,
AVGO,1737590400000,238.41,240.4,236.12,240.28,17653942,
AVGO,1737676800000,244.7,249.59,241.91,244.7,25387825,
AVGO,1737936000000,213.4,218.43,196.23,202.13,90569376,
AVGO,1738022400000,208.01,209.95,198.89,207.36,50315987,
AVGO,1738108800000,208.84,211.45,202.77,206.35,32533735,
AVGO,1738195200000,218.57,221.96,213.7,215.66,42449478,
AVGO,1738281600000,219.66,226.8,216.3,221.27,41150975,
AVGO,1738540800000,215.46,220.9377,213.51,217.73,24507274,
AVGO,1738627200000,219.35,223.03,215.3,222.43,23768517,
AVGO,1738713600000,233.94,237.9299,227.5,232.0,29250582,
AVGO,1738800000000,234.5,234.8,228.56,231.36,21169529,
AVGO,1738886400000,235.0,235.65,224.11,224.87,22117468,
AVGO,1739145600000,227.43,235.82,227.12,235.04,23901643,
AVGO,1739232000000,232.48,237.89,229.9739,235.04,18476200,
AVGO,1739318400000,230.355,236.48,230.0,236.35,16397336,
AVGO,1739404800000,236.06,236.95,230.7276,235.8,20962031,
AVGO,1739491200000,234.53,235.74,228.9,233.04,16988777,
AVGO,1739836800000,230.1,232.2,224.3001,228.53,26080547,
AVGO,1739923200000,227.85,229.0653,224.4,228.73,16375487,
AVGO,1740009600000,228.645,228.98,222.75,226.74,16103996,
AVGO,1740096000000,225.65,227.75,215.63,218.66,24883556,
AVGO,1740355200000,218.6,219.48,207.54,207.93,33050425,
AVGO,1740441600000,207.0,208.6425,200.92,202.54,33100814,
AVGO,1740528000000,206.91,213.54,206.0,212.94,21368302,
AVGO,1740614400000,217.28,219.25,197.4,197.8,27572887,
AVGO,1740700800000,195.76,201.19,193.15,199.43,39747248,
AVGO,1740960000000,204.0,204.06,184.53,187.37,37435603,
AVGO,1741046400000,189.215,193.95,180.48,187.48,37910477,
AVGO,1741132800000,191.86,194.08,187.1,191.58,25644540,
AVGO,1741219200000,181.04,186.83,177.61,179.45,56864099,
AVGO,1741305600000,187.73,195.48,181.56,194.96,74528855,
AVGO,1741564800000,189.6,191.98,180.43,184.45,43844089,
AVGO,1741651200000,188.05,195.6155,185.345,190.09,42153248,
AVGO,1741737600000,196.215,199.98,192.4527,194.23,30409728,
AVGO,1741824000000,193.15,196.32,189.465,191.36,27236137,
AVGO,1741910400000,196.2,197.5,193.2,195.54,25900939,
AVGO,1742169600000,188.05,196.72,187.5,194.5,26830624,
AVGO,1742256000000,190.44,192.89,186.9,188.67,24951025,
AVGO,1742342400000,189.34,198.27,186.9,195.57,37962698,
AVGO,1742428800000,191.52,193.8365,188.94,190.54,31430022,
AVGO,1742515200000,188.21,192.07,187.37,191.66,43086517,
AVGO,1742774400000,194.295,196.69,190.67,191.25,33180280,
AVGO,1742860800000,190.885,191.6,187.68,188.26,23417250,
AVGO,1742947200000,186.66,188.06,177.582,179.27,30670536,
AVGO,1743033600000,177.655,178.38,170.46,171.99,32151667,
AVGO,1743120000000,171.93,173.3,166.47,169.12,30391479,
AVGO,1743379200000,164.485,167.94,160.62,167.43,35656449,
AVGO,1743465600000,166.37,168.71,163.42,168.52,20472443,
AVGO,1743552000000,166.08,173.43,165.5,172.09,19523663,
AVGO,1743638400000,160.54,163.425,153.7,154.01,44354859,
AVGO,1743724800000,148.17,152.8,139.1701,146.29,72302229,
AVGO,1743984000000,144.49,160.43,138.1,154.14,68503505,
AVGO,1744070400000,167.62,169.78,153.09,156.03,58888228,
AVGO,1744156800000,160.5,187.33,157.51,185.15,72708307,
AVGO,1744243200000,175.3,176.95,166.4,172.3,51212217,
AVGO,1744329600000,173.62,182.66,173.31,181.94,33964143,
AVGO,1744588800000,185.075,186.0,175.82,178.36,25748301,
AVGO,1744675200000,179.725,182.2644,178.08,178.95,17242350,
AVGO,1744761600000,170.43,176.08,166.92,174.61,34638639,
AVGO,1744848000000,176.25,176.25,169.9156,170.99,22501785,
AVGO,1745193600000,166.99,168.0,161.61,166.21,23469794,
AVGO,1745280000000,167.43,170.52,165.2229,169.58,18504860,
AVGO,1745366400000,177.78,180.45,175.82,176.91,24380470,
AVGO,1745452800000,179.69,188.57,178.295,188.15,27576900,
AVGO,1745539200000,186.92,193.37,186.89,192.31,21242342,
AVGO,1745798400000,190.53,193.1,187.68,192.47,16385846,
AVGO,1745884800000,191.72,193.25,190.1,191.17,14630015,
AVGO,1745971200000,185.895,193.2,184.02,192.47,22768862,
AVGO,1746057600000,198.14,201.4,196.235,197.33,24939695,
AVGO,1746144000000,203.9,205.68,201.08,203.64,17766751,
AVGO,1746403200000,200.25,203.2347,200.0,200.72,14025425,
AVGO,1746489600000,196.44,201.91,195.94,200.09,16348806,
AVGO,1746576000000,199.285,206.23,198.43,204.81,20277825,
AVGO,1746662400000,208.0,211.1625,203.69,207.77,18460929,
AVGO,1746748800000,209.33,209.96,206.52,208.2,13289174,
AVGO,1747008000000,219.49,221.8,215.88,221.58,25437672,
AVGO,1747094400000,222.0,235.28,222.0,232.42,28790536,
AVGO,1747180800000,230.23,233.5,228.35,232.12,19751445,
AVGO,1747267200000,230.16,234.455,228.07,232.64,18803678,
AVGO,1747353600000,232.32,232.64,226.39,228.61,23094606,
AVGO,1747612800000,221.85,231.2499,221.6,230.63,15355450,
AVGO,1747699200000,226.49,231.77,226.34,231.68,11787156,
AVGO,1747785600000,228.39,236.5,227.8301,229.73,17642941,
AVGO,1747872000000,228.34,233.6899,227.43,230.53,14340230,
AVGO,1747958400000,226.94,230.65,226.18,228.72,15385632,
AVGO,1748304000000,232.865,236.48,231.1308,235.65,17941668,
AVGO,1748390400000,237.15,240.99,234.425,239.43,20443004,
AVGO,1748476800000,245.905,246.07,237.4,241.97,20768031,
AVGO,1748563200000,241.215,243.17,234.9,242.07,27088559,
AVGO,1748822400000,243.25,250.0,243.19,248.71,19197009,
AVGO,1748908800000,250.075,257.88,249.4,256.85,30380248,
AVGO,1748995200000,258.06,265.43,257.59,261.08,31536047,
AVGO,1749081600000,262.95,264.89,259.06,259.93,42334079,
AVGO,1749168000000,251.14,255.32,246.1348,246.93,41146653,
AVGO,1749427200000,245.045,248.17,241.11,244.28,25334081,
AVGO,1749513600000,244.215,246.2795,241.4,244.63,25491286,
AVGO,1749600000000,246.355,254.77,243.8,252.91,24598987,
AVGO,1749686400000,250.185,257.89,249.5,256.07,20410901,
AVGO,1749772800000,250.66,254.0,248.35,248.7,19028440,
AVGO,1750032000000,250.35,255.19,249.565,252.1,20363010,
AVGO,1750118400000,250.95,253.96,247.92,249.37,22014312,
AVGO,1750204800000,250.89,255.64,249.41,251.26,30435494,
AVGO,1750377600000,253.21,253.52,244.17,249.99,42134900,
AVGO,1750636800000,249.105,254.21,246.46,253.77,19747034,
AVGO,1750723200000,258.77,265.87,258.77,263.77,32764864,
AVGO,1750809600000,266.0,269.87,263.43,264.65,18894163,
AVGO,1750896000000,265.075,271.67,264.125,270.17,23569585,
AVGO,1750982400000,270.3,271.85,266.88,269.35,27477575,
AVGO,1751241600000,274.73,277.705,272.13,275.65,24708432,
AVGO,1751328000000,274.4,274.5,262.6555,264.74,28847626,
AVGO,1751414400000,263.99,272.0,262.73,269.9,17582090,
AVGO,1751500800000,270.73,275.8,270.12,275.18,10592655,
AVGO,1751846400000,275.13,277.56,272.66,274.18,16760617,
AVGO,1751932800000,276.345,276.345,271.1545,271.8,14869407,
AVGO,1752019200000,272.96,279.45,272.72,277.9,20133002,
AVGO,1752105600000,279.785,281.18,272.7,275.4,17891599,
AVGO,1752192000000,274.14,276.47,271.89,274.38,14274674,
AVGO,1752451200000,274.13,278.355,269.58,275.6,11934236,
AVGO,1752537600000,279.805,283.36,277.8501,280.94,17918352,
AVGO,1752624000000,280.105,281.51,275.67,280.81,15031022,
AVGO,1752710400000,281.14,288.28,279.91,286.45,17231099,
AVGO,1752796800000,287.11,287.53,281.0,283.34,15012409,
AVGO,1753056000000,283.955,290.54,283.63,288.21,17726804,
AVGO,1753142400000,287.655,288.0,276.43,278.59,16564831,
AVGO,1753228800000,276.78,284.0,273.0,283.69,20556237,
AVGO,1753315200000,289.79,291.2,283.5,288.71,16413778,
AVGO,1753401600000,288.07,292.5943,287.27,290.18,12476248,
AVGO,1753660800000,292.46,295.45,290.59,294.3,13683375,
AVGO,1753747200000,297.5,302.19,294.87,297.42,19210780,
AVGO,1753833600000,297.15,303.255,295.8,302.62,16738929,
AVGO,1753920000000,302.8,306.949,290.225,293.7,25488478,
AVGO,1754006400000,286.535,292.6365,281.61,288.64,21428128,
AVGO,1754265600000,292.2,298.48,291.4,297.72,17164629,
AVGO,1754352000000,297.81,301.2,291.45,292.93,18477469,
AVGO,1754438400000,292.9,302.81,291.9044,301.67,17392100,
AVGO,1754524800000,306.17,310.34,299.8807,303.76,16319444,
AVGO,1754611200000,304.05,307.87,302.5518,304.97,12458746,
AVGO,1754870400000,305.05,308.31,301.29,303.9,12396384,
AVGO,1754956800000,306.63,313.44,304.665,312.83,17624009,
AVGO,1755043200000,316.75,317.35,304.75,309.09,17371167,
AVGO,1755129600000,307.01,314.1651,307.0001,311.23,15717631,
AVGO,1755216000000,311.03,311.5,299.76,306.34,22806938,
AVGO,1755475200000,302.7,306.17,299.0,305.76,14724667,
AVGO,1755561600000,302.415,302.8999,292.39,294.91,20149581,
AVGO,1755648000000,295.46,295.49,281.87,291.17,23600512,
AVGO,1755734400000,290.06,292.385,286.17,289.6,14946309,
AVGO,1755820800000,291.745,300.09,289.0101,294.0,16301330,
AVGO,1756080000000,292.81,298.4016,291.71,294.23,15124746,
AVGO,1756166400000,294.35,300.2499,293.99,298.01,25689111,
AVGO,1756252800000,297.53,301.18,293.78,300.25,13830302,
AVGO,1756339200000,302.928,311.0,302.333,308.65,18907053,
AVGO,1756425600000,307.01,307.01,293.66,297.39,21610682,
AVGO,1756771200000,289.34,298.71,287.17,298.24,19693016,
AVGO,1756857600000,302.29,304.45,296.4,302.39,18429791,
AVGO,1756944000000,305.06,308.78,302.2501,306.1,31220803,
AVGO,1757030400000,355.78,356.34,331.42,334.89,78401554,
AVGO,1757289600000,342.75,354.1656,341.2501,345.65,43535639,
AVGO,1757376000000,349.545,350.98,335.83,336.67,26972315,
AVGO,1757462400000,351.52,372.97,350.55,369.57,51086826,
AVGO,1757548800000,371.18,374.23,358.7604,359.63,29430947,
AVGO,1757635200000,362.91,364.385,357.16,359.87,31949795,
AVGO,1757894400000,359.87,365.5,356.34,364.09,21792185,
AVGO,1757980800000,365.425,365.69,356.99,360.0,21306508,
AVGO,1758067200000,358.85,359.93,341.5,346.17,45197133,
AVGO,1758153600000,350.0,350.7,343.79,345.35,24663891,
AVGO,1758240000000,344.65,346.27,336.43,344.94,41240071,
AVGO,1758499200000,342.425,346.67,337.94,338.79,28660030,
AVGO,1758585600000,340.24,345.215,337.0216,338.94,21944079,
AVGO,1758672000000,339.755,340.0799,333.81,339.31,19677304,
AVGO,1758758400000,332.99,338.062,327.3,336.1,21678187,
AVGO,1758844800000,337.43,339.08,330.5801,334.53,15464697,
AVGO,1759104000000,336.0,341.05,327.55,327.9,21336001,
AVGO,1759190400000,330.12,331.05,324.61,329.91,20109459,
AVGO,1759276800000,328.145,337.95,324.5,333.39,21122687,
AVGO,1759363200000,347.61,347.61,335.25,338.18,19917622,
AVGO,1759449600000,341.5,344.4,335.74,338.37,14749068,
AVGO,1759708800000,335.92,344.13,334.56,335.49,18465729,
AVGO,1759795200000,337.025,338.11,326.58,336.41,18086705,
AVGO,1759881600000,333.82,346.54,332.62,345.5,21478344,
